id,slug,title,ministry,state,category,is_central,benefit_summary,rules_count,docs_count,application_url,description,last_verified_at
1717,mizoram-critical-illness-relief-fund-cancer-kidney,Mizoram Critical Illness Relief Fund (Cancer & Kidney),"Department of Health & Family Welfare, Mizoram",Mizoram,Healthcare,0,Critical Illness Relief Fund (Cancer & Kidney),2,3,https://serviceonline.gov.in/mizoram,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. Implemented by Mizoram government for citizen welfare.",2026-08-01
1718,mizoram-free-diagnostic-tests-medicine-scheme,Mizoram Free Diagnostic Tests & Medicine Scheme,"Department of Health & Family Welfare, Mizoram",Mizoram,Healthcare,0,Free Diagnostic Tests & Medicine Scheme,2,3,https://serviceonline.gov.in/mizoram,100% free prescription drugs and pathology tests at government clinics. Implemented by Mizoram government for citizen welfare.,2026-08-01
1719,mizoram-senior-citizen-specialized-geriatric-care,Mizoram Senior Citizen Specialized Geriatric Care,"Department of Health & Family Welfare, Mizoram",Mizoram,Healthcare,0,Senior Citizen Specialized Geriatric Care,2,3,https://serviceonline.gov.in/mizoram,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. Implemented by Mizoram government for citizen welfare.",2026-08-01
1720,mizoram-emergency-accidental-trauma-insurance,Mizoram Emergency Accidental Trauma Insurance,"Department of Health & Family Welfare, Mizoram",Mizoram,Healthcare,0,Emergency Accidental Trauma Insurance,2,3,https://serviceonline.gov.in/mizoram,Immediate cashless golden-hour emergency trauma care coverage. Implemented by Mizoram government for citizen welfare.,2026-08-01
1721,mizoram-old-age-social-security-pension,Mizoram Old Age Social Security Pension,"Department of Social Justice & Empowerment, Mizoram",Mizoram,Social Welfare,0,Old Age Social Security Pension,2,4,https://serviceonline.gov.in/mizoram,Monthly direct benefit transfer pension for elderly citizens aged 60 and above. Implemented by Mizoram government for citizen welfare.,2026-08-01
1722,mizoram-divyangjan-disability-monthly-pension,Mizoram Divyangjan Disability Monthly Pension,"Department of Social Justice & Empowerment, Mizoram",Mizoram,Social Welfare,0,Divyangjan Disability Monthly Pension,2,4,https://serviceonline.gov.in/mizoram,Monthly financial support and motorized tricycle allowance for disabled persons. Implemented by Mizoram government for citizen welfare.,2026-08-01
1723,mizoram-antyodaya-subsidized-food-security,Mizoram Antyodaya Subsidized Food Security,"Department of Social Justice & Empowerment, Mizoram",Mizoram,Social Welfare,0,Antyodaya Subsidized Food Security,2,4,https://serviceonline.gov.in/mizoram,Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. Implemented by Mizoram government for citizen welfare.,2026-08-01
1724,mizoram-sanitation-workers-rehabilitation-grant,Mizoram Sanitation Workers Rehabilitation Grant,"Department of Social Justice & Empowerment, Mizoram",Mizoram,Social Welfare,0,Sanitation Workers Rehabilitation Grant,3,4,https://serviceonline.gov.in/mizoram,Capital subsidy and skill retraining for sanitary workers and sewer workers. Implemented by Mizoram government for citizen welfare.,2026-08-01
1725,mizoram-tribal-livelihood-forest-produce-grant,Mizoram Tribal Livelihood & Forest Produce Grant,"Department of Social Justice & Empowerment, Mizoram",Mizoram,Social Welfare,0,Tribal Livelihood & Forest Produce Grant,3,4,https://serviceonline.gov.in/mizoram,Direct procurement support and value addition subsidy for minor forest produce. Implemented by Mizoram government for citizen welfare.,2026-08-01
1726,mizoram-youth-apprenticeship-monthly-stipend,Mizoram Youth Apprenticeship Monthly Stipend,"Department of Skill Development & Employment, Mizoram",Mizoram,Employment & Skills,0,Youth Apprenticeship Monthly Stipend,3,3,https://serviceonline.gov.in/mizoram,Direct government stipend top-up for technical industrial apprenticeships. Implemented by Mizoram government for citizen welfare.,2026-08-01
1727,mizoram-artisan-craftsman-modern-tool-kit-grant,Mizoram Artisan & Craftsman Modern Tool Kit Grant,"Department of Skill Development & Employment, Mizoram",Mizoram,Employment & Skills,0,Artisan & Craftsman Modern Tool Kit Grant,3,3,https://serviceonline.gov.in/mizoram,Free motorized toolkits and collateral-free micro credit for traditional artisans. Implemented by Mizoram government for citizen welfare.,2026-08-01
1728,mizoram-rural-youth-driving-heavy-machinery-training,Mizoram Rural Youth Driving & Heavy Machinery Training,"Department of Skill Development & Employment, Mizoram",Mizoram,Employment & Skills,0,Rural Youth Driving & Heavy Machinery Training,3,3,https://serviceonline.gov.in/mizoram,100% sponsored commercial vehicle and excavator driver training. Implemented by Mizoram government for citizen welfare.,2026-08-01
1729,mizoram-it-emerging-tech-bootcamp-voucher,Mizoram IT & Emerging Tech Bootcamp Voucher,"Department of Skill Development & Employment, Mizoram",Mizoram,Employment & Skills,0,IT & Emerging Tech Bootcamp Voucher,3,3,https://serviceonline.gov.in/mizoram,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. Implemented by Mizoram government for citizen welfare.",2026-08-01
1730,mizoram-self-employment-micro-credit-guarantee,Mizoram Self-Employment Micro-Credit Guarantee,"Department of Skill Development & Employment, Mizoram",Mizoram,Employment & Skills,0,Self-Employment Micro-Credit Guarantee,3,3,https://serviceonline.gov.in/mizoram,Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. Implemented by Mizoram government for citizen welfare.,2026-08-01
1731,mizoram-pucca-house-construction-subsidy,Mizoram Pucca House Construction Subsidy,"Department of Housing & Urban Development, Mizoram",Mizoram,Housing,0,Pucca House Construction Subsidy,2,4,https://serviceonline.gov.in/mizoram,Direct installment financial grant for building disaster-resilient pucca home. Implemented by Mizoram government for citizen welfare.,2026-08-01
1732,mizoram-rooftop-solar-green-energy-assistance,Mizoram Rooftop Solar & Green Energy Assistance,"Department of Housing & Urban Development, Mizoram",Mizoram,Housing,0,Rooftop Solar & Green Energy Assistance,2,4,https://serviceonline.gov.in/mizoram,Capital subsidy for grid-connected rooftop solar installation for homeowners. Implemented by Mizoram government for citizen welfare.,2026-08-01
1733,mizoram-slum-rehabilitation-ews-flat-allocation,Mizoram Slum Rehabilitation & EWS Flat Allocation,"Department of Housing & Urban Development, Mizoram",Mizoram,Housing,0,Slum Rehabilitation & EWS Flat Allocation,2,4,https://serviceonline.gov.in/mizoram,Subsidized ownership allotment of 1BHK flats with basic civic amenities. Implemented by Mizoram government for citizen welfare.,2026-08-01
1734,mizoram-rural-toilet-water-tap-incentive,Mizoram Rural Toilet & Water Tap Incentive,"Department of Housing & Urban Development, Mizoram",Mizoram,Housing,0,Rural Toilet & Water Tap Incentive,2,4,https://serviceonline.gov.in/mizoram,Financial assistance for individual household latrines and clean piped tap. Implemented by Mizoram government for citizen welfare.,2026-08-01
1735,mizoram-micro-enterprise-collateral-free-loan,Mizoram Micro Enterprise Collateral-Free Loan,"Department of MSME & Industries, Mizoram",Mizoram,Business & Finance,0,Micro Enterprise Collateral-Free Loan,3,4,https://serviceonline.gov.in/mizoram,Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. Implemented by Mizoram government for citizen welfare.,2026-08-01
1736,mizoram-women-entrepreneur-startup-grant,Mizoram Women Entrepreneur Startup Grant,"Department of MSME & Industries, Mizoram",Mizoram,Business & Finance,0,Women Entrepreneur Startup Grant,3,4,https://serviceonline.gov.in/mizoram,Seed funding capital grant for innovative women-founded MSME ventures. Implemented by Mizoram government for citizen welfare.,2026-08-01
1737,mizoram-export-promotion-quality-certification-subsidy,Mizoram Export Promotion & Quality Certification Subsidy,"Department of MSME & Industries, Mizoram",Mizoram,Business & Finance,0,Export Promotion & Quality Certification Subsidy,3,4,https://serviceonline.gov.in/mizoram,"Reimbursement for ISO, ZED, and international trade mark registration costs. Implemented by Mizoram government for citizen welfare.",2026-08-01
1738,mizoram-credit-linked-capital-subsidy-for-tech-upgradation,Mizoram Credit Linked Capital Subsidy for Tech Upgradation,"Department of MSME & Industries, Mizoram",Mizoram,Business & Finance,0,Credit Linked Capital Subsidy for Tech Upgradation,3,4,https://serviceonline.gov.in/mizoram,15% upfront capital subsidy for machinery modernization in manufacturing. Implemented by Mizoram government for citizen welfare.,2026-08-01
1739,mizoram-e-vehicle-green-mobility-subsidy,Mizoram E-Vehicle & Green Mobility Subsidy,"Department of Environment, Forests & Climate, Mizoram",Mizoram,General,0,E-Vehicle & Green Mobility Subsidy,2,3,https://serviceonline.gov.in/mizoram,Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. Implemented by Mizoram government for citizen welfare.,2026-08-01
1740,mizoram-rainwater-harvesting-ground-water-recharge-grant,Mizoram Rainwater Harvesting & Ground Water Recharge Grant,"Department of Environment, Forests & Climate, Mizoram",Mizoram,General,0,Rainwater Harvesting & Ground Water Recharge Grant,2,3,https://serviceonline.gov.in/mizoram,Subsidized rooftop rainwater harvesting system for individual residences. Implemented by Mizoram government for citizen welfare.,2026-08-01
1741,mizoram-bio-gas-cattle-dung-renewable-plant-subsidy,Mizoram Bio-Gas & Cattle Dung Renewable Plant Subsidy,"Department of Environment, Forests & Climate, Mizoram",Mizoram,General,0,Bio-Gas & Cattle Dung Renewable Plant Subsidy,3,3,https://serviceonline.gov.in/mizoram,Financial support for installing domestic Gobar-Dhan biogas units. Implemented by Mizoram government for citizen welfare.,2026-08-01
1742,mizoram-phase-2-kisan-samriddhi-crop-assistance,Mizoram Phase-2 Kisan Samriddhi & Crop Assistance,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Kisan Samriddhi & Crop Assistance,3,3,https://serviceonline.gov.in/mizoram,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. Implemented by Mizoram government for citizen welfare.",2026-08-01
1743,mizoram-phase-2-solar-krishi-pump-subsidy,Mizoram Phase-2 Solar Krishi Pump Subsidy,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Solar Krishi Pump Subsidy,3,3,https://serviceonline.gov.in/mizoram,Up to 90% capital subsidy for installing off-grid solar irrigation pumps. Implemented by Mizoram government for citizen welfare.,2026-08-01
1744,mizoram-phase-2-horticulture-drip-irrigation-grant,Mizoram Phase-2 Horticulture & Drip Irrigation Grant,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Horticulture & Drip Irrigation Grant,3,3,https://serviceonline.gov.in/mizoram,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. Implemented by Mizoram government for citizen welfare.",2026-08-01
1745,nagaland-kisan-samriddhi-crop-assistance,Nagaland Kisan Samriddhi & Crop Assistance,"Department of Agriculture & Farmers Welfare, Nagaland",Nagaland,Agriculture,0,Kisan Samriddhi & Crop Assistance,3,3,https://serviceonline.gov.in/nagaland,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. Implemented by Nagaland government for citizen welfare.",2026-08-01
1746,nagaland-solar-krishi-pump-subsidy,Nagaland Solar Krishi Pump Subsidy,"Department of Agriculture & Farmers Welfare, Nagaland",Nagaland,Agriculture,0,Solar Krishi Pump Subsidy,3,3,https://serviceonline.gov.in/nagaland,Up to 90% capital subsidy for installing off-grid solar irrigation pumps. Implemented by Nagaland government for citizen welfare.,2026-08-01
1747,nagaland-horticulture-drip-irrigation-grant,Nagaland Horticulture & Drip Irrigation Grant,"Department of Agriculture & Farmers Welfare, Nagaland",Nagaland,Agriculture,0,Horticulture & Drip Irrigation Grant,3,3,https://serviceonline.gov.in/nagaland,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. Implemented by Nagaland government for citizen welfare.",2026-08-01
1748,nagaland-dairy-cattle-development-incentive,Nagaland Dairy & Cattle Development Incentive,"Department of Agriculture & Farmers Welfare, Nagaland",Nagaland,Agriculture,0,Dairy & Cattle Development Incentive,3,3,https://serviceonline.gov.in/nagaland,Financial assistance for purchasing high-yield milch cows and buffaloes. Implemented by Nagaland government for citizen welfare.,2026-08-01
1749,nagaland-fodder-cultivation-animal-care-grant,Nagaland Fodder Cultivation & Animal Care Grant,"Department of Agriculture & Farmers Welfare, Nagaland",Nagaland,Agriculture,0,Fodder Cultivation & Animal Care Grant,3,3,https://serviceonline.gov.in/nagaland,"Subsidized silage, quality seeds, and livestock health vaccination support. Implemented by Nagaland government for citizen welfare.",2026-08-01
1750,nagaland-fisheries-pond-biofloc-support,Nagaland Fisheries Pond & Biofloc Support,"Department of Agriculture & Farmers Welfare, Nagaland",Nagaland,Agriculture,0,Fisheries Pond & Biofloc Support,3,3,https://serviceonline.gov.in/nagaland,"Capital grant for biofloc fish farming, fingerling supply, and aerators. Implemented by Nagaland government for citizen welfare.",2026-08-01
1751,nagaland-soil-health-organic-farming-mission,Nagaland Soil Health & Organic Farming Mission,"Department of Agriculture & Farmers Welfare, Nagaland",Nagaland,Agriculture,0,Soil Health & Organic Farming Mission,3,3,https://serviceonline.gov.in/nagaland,Free soil nutrient testing kit and bio-compost financial top-up grant. Implemented by Nagaland government for citizen welfare.,2026-08-01
1752,nagaland-farm-mechanization-rotavator-subsidy,Nagaland Farm Mechanization & Rotavator Subsidy,"Department of Agriculture & Farmers Welfare, Nagaland",Nagaland,Agriculture,0,Farm Mechanization & Rotavator Subsidy,3,3,https://serviceonline.gov.in/nagaland,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. Implemented by Nagaland government for citizen welfare.",2026-08-01
