id,scheme_slug,title,benefit_type,amount_inr,frequency,details
2641,uttar-pradesh-phase-3-horticulture-drip-irrigation-grant,Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
2642,uttar-pradesh-phase-3-dairy-cattle-development-incentive,Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
2643,uttar-pradesh-phase-3-fodder-cultivation-animal-care-grant,Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
2644,uttar-pradesh-phase-3-fisheries-pond-biofloc-support,Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
2645,uttar-pradesh-phase-3-soil-health-organic-farming-mission,Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
2646,uttar-pradesh-phase-3-farm-mechanization-rotavator-subsidy,Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
2647,uttar-pradesh-phase-3-post-matric-merit-scholarship,Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
2648,uttar-pradesh-phase-3-free-digital-tablet-laptop-distribution,Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
2649,uttar-pradesh-phase-3-competitive-exam-coaching-assistance,Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
2650,uttar-pradesh-phase-3-girl-child-higher-education-incentive,Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
2651,uttar-pradesh-phase-3-technical-polytechnic-skill-stipend,Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
2652,uttar-pradesh-phase-3-overseas-education-scholarship-for-ews,Overseas Education Scholarship for EWS,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Educational loan interest subsidy for foreign universities. (₹500,000)"
2653,uttar-pradesh-phase-3-special-education-aid-for-divyang-students,Special Education Aid for Divyang Students,Direct Cash Transfer (DBT),20000.0,One-Time,"Assistive braille, hearing aids, and transport allowance for disabled students. (₹20,000)"
2654,uttar-pradesh-phase-3-matru-kalyan-nutrition-dbt,Matru Kalyan & Nutrition DBT,Subsidized Food & Nutrition,6000.0,One-Time,"Conditional cash transfer across pregnancy trimesters and post-natal care. (₹6,000)"
2655,uttar-pradesh-phase-3-mahila-swavalamban-livelihood-grant,Mahila Swavalamban Livelihood Grant,Direct Cash Transfer (DBT),50000.0,One-Time,"Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. (₹50,000)"
2656,uttar-pradesh-phase-3-kanya-vivah-marriage-assistance,Kanya Vivah & Marriage Assistance,Direct Cash Transfer (DBT),51000.0,One-Time,"Direct financial grant for marriage of daughters from economically weaker families. (₹51,000)"
2657,uttar-pradesh-phase-3-working-women-hostel-transport-subsidy,Working Women Hostel & Transport Subsidy,Asset & Equipment Subsidy,15000.0,Monthly,"Subsidized secure safe housing and monthly urban commute pass. (₹15,000)"
2658,uttar-pradesh-phase-3-single-mother-destitute-women-pension,Single Mother & Destitute Women Pension,Monthly Social Security Pension,15000.0,Monthly,"Monthly social security pension for widowed and abandoned women. (₹15,000)"
2659,uttar-pradesh-phase-3-sukanya-samriddhi-high-interest-top-up,Sukanya Samriddhi High-Interest Top-Up,Asset & Equipment Subsidy,10000.0,One-Time,"State government interest subsidy top-up on girl child savings accounts. (₹10,000)"
2660,uttar-pradesh-phase-3-universal-cashless-health-insurance,Universal Cashless Health Insurance,Health & Accidental Insurance Cover,500000.0,Annual,"Annual cashless hospitalization and surgical treatment cover in network hospitals. (₹500,000)"
2661,uttar-pradesh-phase-3-critical-illness-relief-fund-cancer-kidney,Critical Illness Relief Fund (Cancer & Kidney),Health & Accidental Insurance Cover,200000.0,Claim-Based,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. (₹200,000)"
2662,uttar-pradesh-phase-3-free-diagnostic-tests-medicine-scheme,Free Diagnostic Tests & Medicine Scheme,Direct Cash Transfer (DBT),10000.0,One-Time,"100% free prescription drugs and pathology tests at government clinics. (₹10,000)"
2663,uttar-pradesh-phase-3-senior-citizen-specialized-geriatric-care,Senior Citizen Specialized Geriatric Care,Direct Cash Transfer (DBT),15000.0,One-Time,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. (₹15,000)"
2664,uttar-pradesh-phase-3-emergency-accidental-trauma-insurance,Emergency Accidental Trauma Insurance,Health & Accidental Insurance Cover,100000.0,Claim-Based,"Immediate cashless golden-hour emergency trauma care coverage. (₹100,000)"
2665,uttar-pradesh-phase-3-old-age-social-security-pension,Old Age Social Security Pension,Monthly Social Security Pension,12000.0,Monthly,"Monthly direct benefit transfer pension for elderly citizens aged 60 and above. (₹12,000)"
2666,uttar-pradesh-phase-3-divyangjan-disability-monthly-pension,Divyangjan Disability Monthly Pension,Monthly Social Security Pension,18000.0,Monthly,"Monthly financial support and motorized tricycle allowance for disabled persons. (₹18,000)"
2667,uttar-pradesh-phase-3-antyodaya-subsidized-food-security,Antyodaya Subsidized Food Security,Subsidized Food & Nutrition,8000.0,Monthly,"Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. (₹8,000)"
2668,uttar-pradesh-phase-3-sanitation-workers-rehabilitation-grant,Sanitation Workers Rehabilitation Grant,Asset & Equipment Subsidy,40000.0,One-Time,"Capital subsidy and skill retraining for sanitary workers and sewer workers. (₹40,000)"
2669,uttar-pradesh-phase-3-tribal-livelihood-forest-produce-grant,Tribal Livelihood & Forest Produce Grant,Asset & Equipment Subsidy,20000.0,One-Time,"Direct procurement support and value addition subsidy for minor forest produce. (₹20,000)"
2670,uttar-pradesh-phase-3-youth-apprenticeship-monthly-stipend,Youth Apprenticeship Monthly Stipend,Scholarship & Academic Stipend,18000.0,Monthly,"Direct government stipend top-up for technical industrial apprenticeships. (₹18,000)"
2671,uttar-pradesh-phase-3-artisan-craftsman-modern-tool-kit-grant,Artisan & Craftsman Modern Tool Kit Grant,Subsidized / Collateral-Free Loan,20000.0,One-Time,"Free motorized toolkits and collateral-free micro credit for traditional artisans. (₹20,000)"
2672,uttar-pradesh-phase-3-rural-youth-driving-heavy-machinery-training,Rural Youth Driving & Heavy Machinery Training,Asset & Equipment Subsidy,25000.0,One-Time,"100% sponsored commercial vehicle and excavator driver training. (₹25,000)"
2673,uttar-pradesh-phase-3-it-emerging-tech-bootcamp-voucher,IT & Emerging Tech Bootcamp Voucher,Scholarship & Academic Stipend,35000.0,One-Time,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. (₹35,000)"
2674,uttar-pradesh-phase-3-self-employment-micro-credit-guarantee,Self-Employment Micro-Credit Guarantee,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. (₹100,000)"
2675,uttar-pradesh-phase-3-pucca-house-construction-subsidy,Pucca House Construction Subsidy,Asset & Equipment Subsidy,150000.0,Quarterly,"Direct installment financial grant for building disaster-resilient pucca home. (₹150,000)"
2676,uttar-pradesh-phase-3-rooftop-solar-green-energy-assistance,Rooftop Solar & Green Energy Assistance,Asset & Equipment Subsidy,50000.0,One-Time,"Capital subsidy for grid-connected rooftop solar installation for homeowners. (₹50,000)"
2677,uttar-pradesh-phase-3-slum-rehabilitation-ews-flat-allocation,Slum Rehabilitation & EWS Flat Allocation,Asset & Equipment Subsidy,250000.0,One-Time,"Subsidized ownership allotment of 1BHK flats with basic civic amenities. (₹250,000)"
2678,uttar-pradesh-phase-3-rural-toilet-water-tap-incentive,Rural Toilet & Water Tap Incentive,Direct Cash Transfer (DBT),12000.0,One-Time,"Financial assistance for individual household latrines and clean piped tap. (₹12,000)"
2679,uttar-pradesh-phase-3-micro-enterprise-collateral-free-loan,Micro Enterprise Collateral-Free Loan,Subsidized / Collateral-Free Loan,1000000.0,One-Time,"Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. (₹200,000)"
2680,uttar-pradesh-phase-3-women-entrepreneur-startup-grant,Women Entrepreneur Startup Grant,Direct Cash Transfer (DBT),100000.0,One-Time,"Seed funding capital grant for innovative women-founded MSME ventures. (₹100,000)"
2681,uttar-pradesh-phase-3-export-promotion-quality-certification-subsidy,Export Promotion & Quality Certification Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Reimbursement for ISO, ZED, and international trade mark registration costs. (₹75,000)"
2682,uttar-pradesh-phase-3-credit-linked-capital-subsidy-for-tech-upgradation,Credit Linked Capital Subsidy for Tech Upgradation,Asset & Equipment Subsidy,150000.0,One-Time,"15% upfront capital subsidy for machinery modernization in manufacturing. (₹150,000)"
2683,uttar-pradesh-phase-3-e-vehicle-green-mobility-subsidy,E-Vehicle & Green Mobility Subsidy,Asset & Equipment Subsidy,20000.0,One-Time,"Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. (₹20,000)"
2684,uttar-pradesh-phase-3-rainwater-harvesting-ground-water-recharge-grant,Rainwater Harvesting & Ground Water Recharge Grant,Asset & Equipment Subsidy,15000.0,One-Time,"Subsidized rooftop rainwater harvesting system for individual residences. (₹15,000)"
2685,uttar-pradesh-phase-3-bio-gas-cattle-dung-renewable-plant-subsidy,Bio-Gas & Cattle Dung Renewable Plant Subsidy,Asset & Equipment Subsidy,18000.0,One-Time,"Financial support for installing domestic Gobar-Dhan biogas units. (₹18,000)"
2686,uttar-pradesh-phase-4-kisan-samriddhi-crop-assistance,Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
2687,uttar-pradesh-phase-4-solar-krishi-pump-subsidy,Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
2688,uttar-pradesh-phase-4-horticulture-drip-irrigation-grant,Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
2689,uttar-pradesh-phase-4-dairy-cattle-development-incentive,Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
2690,uttar-pradesh-phase-4-fodder-cultivation-animal-care-grant,Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
2691,uttar-pradesh-phase-4-fisheries-pond-biofloc-support,Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
2692,uttar-pradesh-phase-4-soil-health-organic-farming-mission,Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
2693,uttar-pradesh-phase-4-farm-mechanization-rotavator-subsidy,Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
2694,uttar-pradesh-phase-4-post-matric-merit-scholarship,Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
2695,uttar-pradesh-phase-4-free-digital-tablet-laptop-distribution,Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
2696,uttar-pradesh-phase-4-competitive-exam-coaching-assistance,Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
2697,uttar-pradesh-phase-4-girl-child-higher-education-incentive,Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
2698,uttar-pradesh-phase-4-technical-polytechnic-skill-stipend,Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
2699,uttar-pradesh-phase-4-overseas-education-scholarship-for-ews,Overseas Education Scholarship for EWS,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Educational loan interest subsidy for foreign universities. (₹500,000)"
2700,uttar-pradesh-phase-4-special-education-aid-for-divyang-students,Special Education Aid for Divyang Students,Direct Cash Transfer (DBT),20000.0,One-Time,"Assistive braille, hearing aids, and transport allowance for disabled students. (₹20,000)"
2701,uttar-pradesh-phase-4-matru-kalyan-nutrition-dbt,Matru Kalyan & Nutrition DBT,Subsidized Food & Nutrition,6000.0,One-Time,"Conditional cash transfer across pregnancy trimesters and post-natal care. (₹6,000)"
2702,uttar-pradesh-phase-4-mahila-swavalamban-livelihood-grant,Mahila Swavalamban Livelihood Grant,Direct Cash Transfer (DBT),50000.0,One-Time,"Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. (₹50,000)"
2703,uttar-pradesh-phase-4-kanya-vivah-marriage-assistance,Kanya Vivah & Marriage Assistance,Direct Cash Transfer (DBT),51000.0,One-Time,"Direct financial grant for marriage of daughters from economically weaker families. (₹51,000)"
2704,uttar-pradesh-phase-4-working-women-hostel-transport-subsidy,Working Women Hostel & Transport Subsidy,Asset & Equipment Subsidy,15000.0,Monthly,"Subsidized secure safe housing and monthly urban commute pass. (₹15,000)"
2705,uttar-pradesh-phase-4-single-mother-destitute-women-pension,Single Mother & Destitute Women Pension,Monthly Social Security Pension,15000.0,Monthly,"Monthly social security pension for widowed and abandoned women. (₹15,000)"
